station,Water.Collection.Test.Start.Date,Reproductive.Rate..Young..U.2640..7days....Control.,X..Survival..7.days.,Assessment,stationID,Latitude,Longitude
Canajoharie Creek @ Marshville 12011205 (CAJO-5.1) [INTENSIVE],10-20-16/10-21-16,**6.0 (22),*50,Severely Toxic,12011205,42.87611,-74.60333
Canaseraga Creek @ Morris 04041001 (RAGA-06) [INTENSIVE],06-13-05/06-17-05,23.2 (84),90,Non-toxic,4041001,42.736667,-77.840556
Canaseraga Creek @ Morris 04041001 (RAGA-06) [INTENSIVE],07-11-05/07-15-05,22.7 (85),90,Non-toxic,4041001,42.736667,-77.840556
Canaseraga Creek @ Morris 04041001 (RAGA-06) [INTENSIVE],10-17-05/10-21-05,23.6 (89),90,Non-toxic,4041001,42.736667,-77.840556
Canaseraga Creek @ Sonyea 04041009 (RAGA-05) [INTENSIVE],05-11-15/05-15-15,25.6 (112),100,Non-toxic,4041009,42.68074,-77.78449
Canaseraga Creek @ Sonyea 04041009 (RAGA-05) [INTENSIVE],08-04-15/08-07-15,17.1 (70),80,Non-toxic,4041009,42.68074,-77.78449
Canaseraga Creek @ Sonyea 04041009 (RAGA-05) [INTENSIVE],10-27-15/10-30-15,10.4 (59),70,Non-toxic,4041009,42.68074,-77.78449
Canastota Creek @ Canastota 07034701 (TOTA-01B) [INTENSIVE],04-30-12/05-04-12,19.8 (101),100,Non-toxic,7034701,43.08877945,-75.75538635
Canastota Creek @ Canastota 07034701 (TOTA-01B) [INTENSIVE],09-10-12/09-14-12,11.4 (66),60,Non-toxic,7034701,43.08877945,-75.75538635
Canastota Creek @ Canastota 07034701 (TOTA-01B) [INTENSIVE],10-23-12/10-26-12,**3.9 (19),*60,Severely Toxic,7034701,43.08877945,-75.75538635
Caneadea Creek @ Caneadea 04031301 (CNEA-02) [INTENSIVE],06-14-05/06-17-05,26.2 (95),100,Non-toxic,4031301,42.3830555,-78.1547222
Caneadea Creek @ Caneadea 04031301 (CNEA-02) [INTENSIVE],07-11-05/07-15-05,22.3 (84),90,Non-toxic,4031301,42.3830555,-78.1547222
Caneadea Creek @ Caneadea 04031301 (CNEA-02) [INTENSIVE],10-19-05/10-21-05,**14.7 (56),90,Slightly Toxic,4031301,42.3830555,-78.1547222
Canisteo River @ Canisteo 05032134 (STEO-03A) [INTENSIVE],05-06-08/05-09-08,29.1 (104),100,Non-toxic,5032134,42.2761111,-77.6016666
Canisteo River @ Canisteo 05032134 (STEO-03A) [INTENSIVE],08-06-08/08-08-08,22.5 (115),100,Non-toxic,5032134,42.2761111,-77.6016666
Canisteo River @ Canisteo 05032134 (STEO-03A) [INTENSIVE],09-24-08/09-26-08,29.6 (116),100,Non-toxic,5032134,42.2761111,-77.6016666
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],04-30-13/05-03-13,24.7 (100),90,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],05-06-08/05-09-08,30.6 (109),90,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],08-05-08/08-08-08,26.2 (134),100,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],08-06-13/08-09-13,**7.4 (39),70,Slightly Toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],09-23-08/09-26-08,30.8 (121),100,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],10-22-13/10-25-13,19.7 (102),100,Non-toxic,5032110,42.11642,-77.29933
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],04-27-09/05-01-09,25.1 (90),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],08-04-14/08-08-14,24.6 (103),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],08-18-09/08-21-09,16.9 (86),90,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],10-19-09/10-23-09,26.2 (125),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],10-27-14/10-31-14,22.7 (111),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,17012902,40.70199966,-73.32849884
Carmans River @ Yaphank 17012307 (CARM-02) [INTENSIVE],04-13-04/04-16-04,15.6 (82),100,Non-toxic,17012307,40.8286111,-72.9055555
Carmans River @ Yaphank 17012307 (CARM-02) [INTENSIVE],08-10-04/08-13-04,19.8 (96),100,Non-toxic,17012307,40.8286111,-72.9055555
Carmans River @ Yaphank 17012307 (CARM-02) [INTENSIVE],09-27-04/10-01-04,31.1 (104),100,Non-toxic,17012307,40.8286111,-72.9055555
Caroga Creek @ Palatine 12011901 (CARO-01) [INTENSIVE],04-24-06/04-28-06,34.5 (122),100,Non-toxic,12011901,42.9680555,-74.6275
Caroga Creek @ Palatine 12011901 (CARO-01) [INTENSIVE],07-03-06/07-07-06,19.1 (94),100,Non-toxic,12011901,42.9680555,-74.6275
Caroga Creek @ Palatine 12011901 (CARO-01) [INTENSIVE],09-20-06/09-22-06,23.8 (123),100,Non-toxic,12011901,42.9680555,-74.6275
Cascade Brook @ Keene 10043101 (CADE-01) [INTENSIVE],04-12-04/04-16-04,6.6 (86),80,Non-toxic,10043101,44.2619444,-73.7961111
Cascade Brook @ Keene 10043101 (CADE-01) [INTENSIVE],08-10-04/08-13-04,**0.0 (0),*0,Severely Toxic,10043101,44.2619444,-73.7961111
Cascade Brook @ Keene 10043101 (CADE-01) [INTENSIVE],09-27-04/10-01-04,13.2 (44),90,Non-toxic,10043101,44.2619444,-73.7961111
Cassadaga Creek @ Ross Mills 02022212 (CASS-03) [INTENSIVE],04-30-07/05-04-07,22.1 (102),100,Non-toxic,2022212,42.1547222,-79.2233333
Cassadaga Creek @ Ross Mills 02022212 (CASS-03) [INTENSIVE],09-04-07/09-07-07,18.8 (102),100,Non-toxic,2022212,42.1547222,-79.2233333
Cassadaga Creek @ Ross Mills 02022212 (CASS-03) [INTENSIVE],10-17-07/10-19-07,21.2 (107),90,Non-toxic,2022212,42.1547222,-79.2233333
Castle Creek @ Hinmans Corners 06022401 (CSTL-01) [INTENSIVE],04-28-09/05-01-09,31.1 (106),100,Non-toxic,6022401,42.16889953,-75.89969635
Castle Creek @ Hinmans Corners 06022401 (CSTL-01) [INTENSIVE],08-17-09/08-21-09,14.6 (94),100,Non-toxic,6022401,42.16889953,-75.89969635
Castle Creek @ Hinmans Corners 06022401 (CSTL-01) [INTENSIVE],10-19-09/10-23-09,23.0 (132),100,Non-toxic,6022401,42.16889953,-75.89969635
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],04-26-04/04-30-04,27.2 (85),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],05-06-14/05-09-14,24.8 (120),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],07-06-04/07-09-04,22.3 (82),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],07-29-14/08-01-14,26.9 (106),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],10-12-04/10-15-04,24.7 (124),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],10-22-14/10-24-14,11.8 (70),80,Non-toxic,6032102,42.1427777,-76.295
Catfish Creek @ Demster 03031602 (CATF-01) [INTENSIVE],05-02-12/05-04-12,22.5 (115),100,Non-toxic,3031602,43.49888992,-76.31667328
Catfish Creek @ Demster 03031602 (CATF-01) [INTENSIVE],09-12-12/09-14-12,25.6 (147),90,Non-toxic,3031602,43.49888992,-76.31667328
Catfish Creek @ Demster 03031602 (CATF-01) [INTENSIVE],10-22-12/10-26-12,19.0 (91),100,Non-toxic,3031602,43.49888992,-76.31667328
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],05-03-11/05-06-11,20.4 (166),90,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],05-04-06/05-05-06,26.3 (100),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],06-14-11/06-17-11,17.4 (77),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],09-26-06/09-29-06,16.6 (83),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],10-12-11/10-17-11,24.5 (105),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],10-16-06/10-20-06,24.2 (106),100,Non-toxic,01041302B,42.568333,-79.104444
Cayadutta Creek @ Sammonsville 12011105 (CAYA-02) [INTENSIVE],05-10-11/05-13-11,20.4 (109),100,Non-toxic,12011105,42.986667,-74.430278
Cayadutta Creek @ Sammonsville 12011105 (CAYA-02) [INTENSIVE],06-08-11/06-10-11,22.5 (93),100,Non-toxic,12011105,42.986667,-74.430278
Cayadutta Creek @ Sammonsville 12011105 (CAYA-02) [INTENSIVE],10-18-11/10-21-11,22.7 (121),90,Non-toxic,12011105,42.986667,-74.430278
Cayuga Creek @ Cheektowaga 01032204 (YUGA-02) [INTENSIVE],05-02-06/05-05-06,29.0 (110),100,Non-toxic,1032204,42.883889,-78.754444
Cayuga Creek @ Cheektowaga 01032204 (YUGA-02) [INTENSIVE],09-25-06/09-29-06,18.5 (92),100,Non-toxic,1032204,42.883889,-78.754444
Cayuga Creek @ Cheektowaga 01032204 (YUGA-02) [INTENSIVE],10-18-06/10-20-06,28.3 (124),100,Non-toxic,1032204,42.883889,-78.754444
Cayuga Lake Inlet @ Ithaca 07053504 (CAYG-02) [INTENSIVE],05-03-07/05-04-07,18.4 (84),100,Non-toxic,7053504,42.4152777,-76.5297222
Cayuga Lake Inlet @ Ithaca 07053504 (CAYG-02) [INTENSIVE],09-12-07/09-14-07,22.4 (83),80,Non-toxic,7053504,42.4152777,-76.5297222
Cayuga Lake Inlet @ Ithaca 07053504 (CAYG-02) [INTENSIVE],10-24-07/10-26-07,22.9 (100),90,Non-toxic,7053504,42.4152777,-76.5297222
Cayuta Creek @ Van Etten 06031715 (CAYU-00) [INTENSIVE],04-29-09/05-01-09,23.6 (80),100,Non-toxic,6031715,42.20299911,-76.57399749
Cayuta Creek @ Van Etten 06031715 (CAYU-00) [INTENSIVE],08-18-09/08-21-09,18.7 (121),100,Non-toxic,6031715,42.20299911,-76.57399749
Cayuta Creek @ Van Etten 06031715 (CAYU-00) [INTENSIVE],10-21-09/10-23-09,22.9 (132),100,Non-toxic,6031715,42.20299911,-76.57399749
Cazenovia Creek @ Buffalo 01032101B (CAZE-05A) [INTENSIVE],05-02-06/05-05-06,28.5 (108),100,Non-toxic,01032101B,42.8505556,-78.8091667
Cazenovia Creek @ Buffalo 01032101B (CAZE-05A) [INTENSIVE],09-25-06/09-29-06,16.7 (83),100,Non-toxic,01032101B,42.8505556,-78.8091667
Cazenovia Creek @ Buffalo 01032101B (CAZE-05A) [INTENSIVE],10-18-06/10-20-06,27.3 (120),100,Non-toxic,01032101B,42.8505556,-78.8091667
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],04-23-12/04-27-12,21.6 (129),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],09-??-12/09-21-12,23.0 (153),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],09-19-12/09-21-12,23.0 (153),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],1?-??-12/11-02-12,20.2 (122),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],10-31-12/11-02-12,20.2 (122),100,Non-toxic,2023102,42.112222,-79.204167
Champlain Canal @ Comstock 10052204 (CHMP-01) [INTENSIVE],05-06-09/05-08-09,22.0 (101),100,Non-toxic,10052204,43.48400115,-73.42456054
Champlain Canal @ Comstock 10052204 (CHMP-01) [INTENSIVE],08-26-09/08-28-09,19.3 (116),100,Non-toxic,10052204,43.48400115,-73.42456054
Champlain Canal @ Comstock 10052204 (CHMP-01) [INTENSIVE],10-27-09/10-30-09,17.7 (111),100,Non-toxic,10052204,43.48400115,-73.42456054
Charlotte Creek @ Davenport 06011509 (CHAR-00) [INTENSIVE],04-27-09/05-01-09,28.9 (98),100,Non-toxic,6011509,42.46861,-74.88519
Charlotte Creek @ Davenport 06011509 (CHAR-00) [INTENSIVE],08-18-09/08-21-09,10.4 (67),100,Non-toxic,6011509,42.46861,-74.88519
Charlotte Creek @ Davenport 06011509 (CHAR-00) [INTENSIVE],10-19-09/10-23-09,26.4 (152),100,Non-toxic,6011509,42.46861,-74.88519
Chateaugay River @ Cooks Mill 09021102 (CGAY-01) [INTENSIVE],07-11-05/07-15-05,28.1 (93),100,Non-toxic,9021102,44.9630555,-74.1322222
Chautauqua Creek @ Barcelona 01051301 (CHAU-01) [INTENSIVE],05-03-11/05-06-11,23.9 (194),100,Non-toxic,1051301,42.3375,-79.601111
Chautauqua Creek @ Barcelona 01051301 (CHAU-01) [INTENSIVE],06-14-11/06-17-11,25.3 (112),100,Non-toxic,1051301,42.3375,-79.601111
Chautauqua Creek @ Barcelona 01051301 (CHAU-01) [INTENSIVE],10-12-11/10-17-11,24.5 (105),100,Non-toxic,1051301,42.3375,-79.601111
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],05-05-08/05-09-08,24.4 (87),90,Non-toxic,05010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],08-06-13/08-09-13,**6.7 (35),90,Slightly Toxic,05010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],10-21-13/10-25-13,20.5 (106),100,Non-toxic,05010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,05010005,42.002778,-76.635
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],04-28-09/05-01-09,27.9 (95),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],07-28-14/08-01-14,22.6 (89),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],10-19-09/10-23-09,24.1 (139),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],10-20-14/10-24-14,20.7 (123),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,6021001,42.103056,-75.915
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],04-28-04/04-30-04,28.0 (88),100,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],07-07-04/07-09-04,25.8 (95),80,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],08-19-09/08-21-09,14.0 (90),90,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],10-12-04/10-15-04,**2.7 (14),90,Slightly Toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],10-20-09/10-23-09,17.9 (103),100,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Norwich 06021053 (NANG-04) [INTENSIVE],05-05-14/05-09-14,19.9 (97),100,Non-toxic,6021053,42.553475,-75.523174
Chenango River @ Norwich 06021053 (NANG-04) [INTENSIVE],07-28-14/08-01-14,23.0 (90),100,Non-toxic,6021053,42.553475,-75.523174
Chenango River @ Norwich 06021053 (NANG-04) [INTENSIVE],10-20-14/10-24-14,25.3 (150),100,Non-toxic,6021053,42.553475,-75.523174
Chester Brook @ Chestertown 11042302 (CHST-00) [INTENSIVE],04-23-12/04-27-12,15.6 (85),100,Non-toxic,11042302,43.65599823,-73.8010025
Chester Brook @ Chestertown 11042302 (CHST-00) [INTENSIVE],09-19-12/09-21-12,18.2 (88),100,Non-toxic,11042302,43.65599823,-73.8010025
Chester Brook @ Chestertown 11042302 (CHST-00) [INTENSIVE],10-29-12/11-02-12,18.9 (106),100,Non-toxic,11042302,43.65599823,-73.8010025
Cincinnati Creek @ Barneveld 12032103 (CINC-01A) [INTENSIVE],04-25-06/04-28-06,31.7 (112),100,Non-toxic,12032103,43.2727778,-75.1872222
Cincinnati Creek @ Barneveld 12032103 (CINC-01A) [INTENSIVE],07-05-06/07-07-06,17.0 (83),100,Non-toxic,12032103,43.2727778,-75.1872222
Cincinnati Creek @ Barneveld 12032103 (CINC-01A) [INTENSIVE],09-19-06/09-22-06,28.1 (145),100,Non-toxic,12032103,43.2727778,-75.1872222
Clear Creek @ Arcade 01042500 (CLEA-0.1) [INTENSIVE],05-10-16/05-13-16,17.5 (106),100,Non-toxic,1042500,42.53417,-78.42139
Clear Creek @ Arcade 01042500 (CLEA-0.1) [INTENSIVE],08-03-16/08-05-16,16.1 (120),100,Non-toxic,1042500,42.53417,-78.42139
Clear Creek @ Arcade 01042500 (CLEA-0.1) [INTENSIVE],10-25-16/10-28-16,18.2 (113),100,Non-toxic,1042500,42.53417,-78.42139
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],04-23-12/04-27-12,19.9 (119),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],09-??-12/09-21-12,18.9 (126),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],09-19-12/09-21-12,18.9 (126),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],1?-??-12/11-02-12,22.0 (133),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],10-31-12/11-02-12,22.0 (133),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Freedom 01042503 (CLEA-00) [INTENSIVE],05-04-11/05-06-11,21.3 (173),100,Non-toxic,1042503,42.50491,-78.38789
Clear Creek @ Freedom 01042503 (CLEA-00) [INTENSIVE],06-13-11/06-17-11,19.6 (86),90,Non-toxic,1042503,42.50491,-78.38789
Clear Creek @ Freedom 01042503 (CLEA-00) [INTENSIVE],10-13-11/10-17-11,25.1 (108),100,Non-toxic,1042503,42.50491,-78.38789
Clear Creek @ Iroquois 01042301 (CATT-08B) [INTENSIVE],05-04-06/05-05-06,30.4 (115),100,Non-toxic,1042301,42.5427777,-79.015
Clear Creek @ Iroquois 01042301 (CATT-08B) [INTENSIVE],09-26-06/09-29-06,18.7 (93),100,Non-toxic,1042301,42.5427777,-79.015
Clear Creek @ Iroquois 01042301 (CATT-08B) [INTENSIVE],10-16-06/10-20-06,22.1 (97),90,Non-toxic,1042301,42.5427777,-79.015
Cobleskill Creek @ Central Bridge 12022101 (COBL-07) [INTENSIVE],05-09-11/05-13-11,19.6 (105),100,Non-toxic,12022101,42.70722,-74.33833
Cobleskill Creek @ Central Bridge 12022101 (COBL-07) [INTENSIVE],06-07-11/06-10-11,27.1 (112),100,Non-toxic,12022101,42.70722,-74.33833
Cobleskill Creek @ Central Bridge 12022101 (COBL-07) [INTENSIVE],10-17-11/10-21-11,23.3 (124),100,Non-toxic,12022101,42.70722,-74.33833
Coeymans Creek @ Coeymans 13011401 (COEY-10) [INTENSIVE],04-23-13/04-26-13,19.6 (117),80,Non-toxic,13011401,42.4777,-73.79391
Coeymans Creek @ Coeymans 13011401 (COEY-10) [INTENSIVE],07-29-13/08-02-13,**13.5 (61),70,Slightly Toxic,13011401,42.4777,-73.79391
Coeymans Creek @ Coeymans 13011401 (COEY-10) [INTENSIVE],10-29-13/11-01-13,17.0 (85),70,Non-toxic,13011401,42.4777,-73.79391
Cohocton River @ Cohocton 05021038 (COHO-03) [INTENSIVE],05-01-13/05-03-13,26.6 (107),100,Non-toxic,5021038,42.49456,-77.50358
Cohocton River @ Cohocton 05021038 (COHO-03) [INTENSIVE],08-07-13/08-09-13,**11.4 (60),100,Slightly Toxic,5021038,42.49456,-77.50358
Cohocton River @ Cohocton 05021038 (COHO-03) [INTENSIVE],10-22-13/10-25-13,24.1 (124),90,Non-toxic,5021038,42.49456,-77.50358
Cohocton River @ Curtis 05021006 (COHO-09) [INTENSIVE],05-05-08/05-09-08,30.1 (107),100,Non-toxic,5021006,42.2063888,-77.1647222
Cohocton River @ Curtis 05021006 (COHO-09) [INTENSIVE],08-05-08/08-08-08,27.8 (142),100,Non-toxic,5021006,42.2063888,-77.1647222
Cohocton River @ Curtis 05021006 (COHO-09) [INTENSIVE],09-23-08/09-26-08,25.4 (100),100,Non-toxic,5021006,42.2063888,-77.1647222
Cold Creek @ Fillmore 04031401 (CLCK-01) [INTENSIVE],04-27-10/04-30-10,18.0 (85),100,Non-toxic,4031401,42.4642,-78.1127
Cold Creek @ Fillmore 04031401 (CLCK-01) [INTENSIVE],07-28-10/07-30-10,13.2 (67),100,Non-toxic,4031401,42.4642,-78.1127
Cold Creek @ Fillmore 04031401 (CLCK-01) [INTENSIVE],09-15-10/09-17-10,11.7 (59),70,Non-toxic,4031401,42.4642,-78.1127
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],04-23-12/04-27-12,18.3 (110),90,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],04-30-07/05-04-07,24.3 (112),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],09-??-12/09-21-12,15.5 (103),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],09-04-07/09-07-07,24.1 (130),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],09-19-12/09-21-12,15.5 (103),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],1?-??-12/11-02-12,16.0 (97),80,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],10-17-07/10-19-07,21.1 (107),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],10-31-12/11-02-12,16.0 (97),80,Non-toxic,2021020,42.155556,-79.101667
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],0?-??-12/05-04-12,23.2 (118),100,Non-toxic,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],05-02-12/05-04-12,23.2 (118),100,Non-toxic,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Connetquot Brook @ Oakdale 17012805 (CONQ-01) [INTENSIVE],04-13-04/04-16-04,18.2 (96),100,Non-toxic,17012805,40.7648,-73.1543
Connetquot Brook @ Oakdale 17012805 (CONQ-01) [INTENSIVE],08-10-04/08-13-04,26.8 (130),100,Non-toxic,17012805,40.7648,-73.1543
Connetquot Brook @ Oakdale 17012805 (CONQ-01) [INTENSIVE],09-27-04/10-01-04,31.2 (105),100,Non-toxic,17012805,40.7648,-73.1543
Corbeau Creek @ Coopersville 10022201 (CORB-01) [INTENSIVE],04-13-04/04-16-04,10.3 (134),100,Non-toxic,10022201,44.9377777,-73.4205555
Corbeau Creek @ Coopersville 10022201 (CORB-01) [INTENSIVE],08-11-04/08-13-04,20.3 (90),100,Non-toxic,10022201,44.9377777,-73.4205555
Corbeau Creek @ Coopersville 10022201 (CORB-01) [INTENSIVE],09-28-04/10-01-04,29.3 (98),100,Non-toxic,10022201,44.9377777,-73.4205555
Coulter Brook @ Bovina Center 14043100 (COUL-0.1) [INTENSIVE],05-04-15/05-08-15,18.3 (90),100,Non-toxic,14043100,42.256682,-74.771258
Coulter Brook @ Bovina Center 14043100 (COUL-0.1) [INTENSIVE],07-27-15/07-31-15,15.1 (93),90,Non-toxic,14043100,42.256682,-74.771258
Coulter Brook @ Bovina Center 14043100 (COUL-0.1) [INTENSIVE],10-24-15/10-19-15,***10.8 (N/A),***100,N/A,14043100,42.256682,-74.771258
Cowanesque River @ Lindley 05032201 (COWS-01) [INTENSIVE],05-05-08/05-09-08,18.0 (64),100,Non-toxic,5032201,42.00172,-77.1271
Cowanesque River @ Lindley 05032201 (COWS-01) [INTENSIVE],08-05-08/08-08-08,25.0 (128),100,Non-toxic,5032201,42.00172,-77.1271
Cowanesque River @ Lindley 05032201 (COWS-01) [INTENSIVE],09-23-08/09-26-08,20.7 (81),80,Non-toxic,5032201,42.00172,-77.1271
Crawford Creek @ Oramel 04031H00 (CRAW-0.4) [INTENSIVE],05-11-15/05-15-15,21.7 (95),100,Non-toxic,04031H00,42.36873,-78.13921
Crawford Creek @ Oramel 04031H00 (CRAW-0.4) [INTENSIVE],08-04-15/08-07-15,**8.2 (34),70,Slightly Toxic,04031H00,42.36873,-78.13921
Crawford Creek @ Oramel 04031H00 (CRAW-0.4) [INTENSIVE],10-28-15/10-30-15,17.1 (98),90,Non-toxic,04031H00,42.36873,-78.13921
Cromline Creek @ Washingtonville 13012701 (CROM-01) [INTENSIVE],04-29-08/05-02-08,26.7 (126),80,Non-toxic,13012701,41.43059,-74.20133
Cromline Creek @ Washingtonville 13012701 (CROM-01) [INTENSIVE],07-28-08/08-01-08,20.8 (72),100,Non-toxic,13012701,41.43059,-74.20133
Cromline Creek @ Washingtonville 13012701 (CROM-01) [INTENSIVE],10-30-08/10-31-08,23.9 (110),100,Non-toxic,13012701,41.43059,-74.20133
Crooked Brook @ Dunkirk 01053202 (CRKB-2.1) [INTENSIVE],05-11-16/05-13-16,22.7 (138),100,Non-toxic,1053202,42.46938,-79.3309
Crooked Brook @ Dunkirk 01053202 (CRKB-2.1) [INTENSIVE],08-02-16/08-05-16,20.5 (153),100,Non-toxic,1053202,42.46938,-79.3309
Crooked Brook @ Dunkirk 01053202 (CRKB-2.1) [INTENSIVE],10-26-16/10-28-16,22.8 (142),100,Non-toxic,1053202,42.46938,-79.3309
